  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      391        2.135        5.573            0      505.043      197.414       89.089
      392        2.043        5.683            0      509.159      195.512       82.415
      393        2.146        5.508            0      502.821      213.884       86.941
      394        2.175        5.567            0      508.465      222.052       87.732
      395        2.103        5.572            0      508.170      263.620       86.499
      396        0.912        5.992            0      512.279      306.756       72.023
      397        1.151        6.077            0      517.936      270.298       76.617
      398        1.034        5.837            0      507.456      294.059       74.190
      399        1.179        5.794            0      508.621      287.546       74.719
      400        1.004        6.033            0      510.589      316.619       72.913
      401        0.942        6.000            0      509.434      241.371       74.274
      402        1.121        6.035            0      515.048      259.062       80.993
      403        1.290        5.975            0      506.685      260.375       71.502
      404        1.200        5.995            0      510.785      266.664       74.364
      405        1.065        6.125            0      513.990      295.012       76.735
      406        1.252        6.004            0      511.661      297.264       77.146
      407        0.976        6.028            0      514.242      293.443       72.470
      408        1.255        6.001            0      514.389      302.019       76.280
      409        0.959        6.016            0      510.216      280.400       71.984
      410        1.122        5.961            0      511.125      322.974       71.137
      411        1.132        6.117            0      512.937      306.728       70.765
      412        0.953        5.930            0      509.142      254.931       72.308
      413        0.870        5.964            0      509.859      270.934       74.361
      414        1.113        6.125            0      514.239      293.545       72.947
      415        0.981        5.934            0      515.984      292.719       72.832
      416        1.142        6.042            0      518.437      287.150       72.539
      417        1.065        6.068            0      512.894      286.832       72.901
      418        1.139        5.902            0      507.660      305.183       73.315
      419        1.000        5.928            0      506.392      289.298       71.456
      420        1.213        6.009            0      515.445      286.539       72.784
      421        0.977        6.064            0      516.913      274.226       73.266
      422        1.318        5.985            0      510.483      292.672       76.152
      423        1.110        6.010            0      512.802      296.566       75.316
      424        0.835        6.097            0      513.678      296.701       73.303
      425        0.804        6.145            0      514.101      263.078       73.306
      426        0.894        5.965            0      513.038      263.399       73.948
      427        0.981        5.998            0      509.229      266.989       72.979
      428        1.965        5.505            0      498.823      245.226       84.973
      429        1.957        5.623            0      503.627      236.138       88.660
      430        2.021        5.755            0      511.182      229.219       82.281
      431        1.918        5.609            0      504.796      226.380       87.336
      432        2.108        5.556            0      504.316      217.962       83.728
      433        2.126        5.605            0      509.928      228.905       84.320
      434        1.899        5.546            0      502.158      229.760       83.184
      435        2.150        5.496            0      501.731      232.404       88.045
      436        2.074        5.556            0      502.487      244.582       85.810
      437        2.022        5.624            0      504.813      253.670       84.121
      438        1.947        5.583            0      498.553      243.902       80.470
      439        1.978        5.607            0      507.115      287.598       87.408
      440        1.976        5.602            0      498.884      279.278       82.208
      441        2.005        5.584            0      502.383      247.941       81.292
      442        2.017        5.581            0      511.024      264.824       86.559
      443        1.861        5.562            0      508.621      253.632       85.617
      444        1.930        5.580            0      503.650      237.880       86.275
      445        2.005        5.585            0      506.318      242.748       83.044
      446        1.887        5.657            0      508.124      266.823       86.005
      447        1.876        5.673            0      507.716      255.382       83.665
      448        1.866        5.678            0      505.722      290.172       83.986
      449        1.903        5.628            0      506.599      250.634       85.867
      450        1.995        5.514            0      498.491      241.601       81.632
      451        2.015        5.648            0      507.861      259.335       87.181
      452        2.070        5.720            0      510.453      210.420       82.582
      453        2.189        5.452            0      497.689      226.984       87.924
      454        1.963        5.534            0      501.764      222.479       83.571
      455        1.793        5.636            0      506.761      240.642       87.579
      456        1.993        5.579            0      503.467      226.048       86.803
      457        1.875        5.521            0      504.638      226.276       84.105
      458        2.042        5.439            0      501.201      224.722       86.093
      459        1.925        5.544            0      502.607      290.217       86.391
      460        1.814        5.571            0      501.554      251.515       82.810
      461        1.918        5.586            0      512.018      238.360       86.669
      462        1.957        5.619            0      502.902      256.946       80.401
      463        2.082        5.473            0      504.775      260.917       88.376
      464        2.141        5.468            0      502.266      233.392       89.397
      465        1.305        5.814            0      516.668      284.343       83.766
      466        0.972        6.073            0      512.463      271.170       75.373
      467        0.939        6.044            0      515.259      313.120       79.366
      468        1.037        6.026            0      511.843      260.581       76.142
      469        1.027        5.978            0      511.594      273.628       74.873
      470        0.831        6.188            0      514.418      304.053       73.081
      471        0.874        6.054            0      512.019      274.398       71.518
      472        0.958        6.135            0      515.022      267.776       71.604
      473        0.842        6.027            0      511.728      255.943       72.611
      474        0.917        5.911            0      511.890      279.592       76.967
      475        0.882        6.059            0      517.160      357.071       72.721
      476        0.595        6.030            0      514.335      278.639       76.055
      477        1.041        6.058            0      509.040      290.810       71.921
      478        0.853        6.140            0      515.457      274.513       72.256
      479        1.002        5.984            0      514.767      241.969       76.953
      480        1.077        6.079            0      513.617      293.801       73.659
      481        1.082        6.191            0      524.560      263.358       74.539
      482        0.870        6.109            0      520.103      272.960       73.840
      483        1.041        5.962            0      510.431      263.494       75.713
      484        0.951        6.002            0      513.237      257.629       73.017
      485        0.964        6.071            0      513.381      287.942       72.584
      486        1.269        6.082            0      514.935      246.929       74.630
      487        1.473        5.916            0      514.772      252.765       77.984
      488        2.191        5.675            0      508.711      276.614       81.037
      489        2.004        5.806            0      511.081      266.739       81.451
      490        1.989        5.581            0      499.624      243.792       82.408
      491        1.936        5.806            0      509.781      256.963       81.606
      492        2.013        5.684            0      506.351      227.623       80.822
      493        1.115        6.022            0      515.009      236.162       72.625
      494        1.118        6.029            0      512.757      243.041       72.581
      495        1.182        5.955            0      509.336      267.709       73.082
      496        1.063        6.133            0      514.511      297.571       69.295
      497        1.052        6.118            0      516.446      249.221       73.793
      498        1.182        6.002            0      511.561      280.723       72.808
      499        1.061        5.973            0      512.097      237.793       77.889
      500        1.064        6.090            0      515.902      276.538       71.889
      501        1.126        6.083            0      514.757      263.880       73.052
      502        1.445        5.970            0      508.139      265.947       76.379
      503        1.996        5.734            0      506.656      238.574       82.337
      504        2.170        5.503            0      499.162      211.060       86.745
      505        2.148        5.584            0      504.748      201.382       83.083
      506        2.037        5.718            0      510.407      234.308       78.708
      507        2.234        5.549            0      504.492      207.527       83.881
      508        1.985        5.923            0      514.587      197.394       80.583
      509        2.126        5.684            0      511.056      211.045       84.209
      510        2.304        5.604            0      510.601      277.391       83.894
      511        1.957        5.821            0      512.708      215.059       80.610
      512        2.007        5.789            0      508.815      226.109       82.175
      513        1.760        5.981            0      512.165      244.064       75.657
      514        2.179        5.660            0      502.588      254.423       83.712
      515        1.924        5.981            0      515.053      246.533       83.403
      516        2.058        5.701            0      507.079      225.911       79.990
      517        2.076        5.741            0      507.698      226.841       81.220
      518        2.014        5.659            0      505.187      228.835       81.949
      519        1.980        5.835            0      510.882      226.904       83.207
      520        2.088        5.736            0      511.151      254.094       82.008
      521        2.118        5.678            0      505.894      234.657       83.323
      522        2.125        5.771            0      516.135      217.928       82.227
      523        2.175        5.687            0      513.850      219.799       80.457
      524        1.982        5.845            0      513.077      229.654       79.188
      525        1.942        5.828            0      510.289      227.871       80.036
      526        1.998        5.847            0      514.356      212.394       81.868
      527        1.772        5.975            0      514.243      237.618       80.591
      528        2.205        5.554            0      503.151      245.993       81.735
      529        2.049        5.723            0      507.520      233.289       83.105
      530        2.021        5.873            0      513.844      221.925       82.902
      531        2.132        5.802            0      513.877      216.536       81.985
      532        2.024        5.731            0      509.647      229.731       83.350
      533        2.077        5.681            0      506.736      219.372       83.852
      534        2.172        5.747            0      510.970      204.447       82.128
      535        2.094        5.712            0      509.795      209.207       81.523
      536        2.075        5.761            0      506.094      226.150       80.175
      537        2.057        5.813            0      514.544      231.329       81.932
      538        2.019        5.756            0      508.776      226.692       82.025
      539        2.059        5.737            0      504.678      253.596       84.939
      540        2.215        5.640            0      510.287      236.407       83.920
      541        2.160        5.662            0      509.174      221.205       82.314
      542        1.925        5.824            0      511.897      243.189       83.419
      543        2.099        5.656            0      506.830      231.550       80.344
      544        2.222        5.636            0      506.951      215.488       87.207
      545        2.197        5.714            0      510.705      223.438       86.839
      546        2.187        5.512            0      500.593      210.129       82.158
      547        2.011        5.754            0      510.912      222.777       81.551
      548        2.109        5.738            0      509.232      229.764       82.039
      549        2.000        5.712            0      508.357      243.679       86.364
      550        2.078        5.890            0      514.277      266.156       82.866
      551        1.274        6.065            0      510.546      303.539       71.454
      552        0.883        6.164            0      519.117      261.993       74.697
      553        0.911        5.965            0      512.254      300.408       72.227
