  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      389        3.233        7.888            0      759.967      406.631       84.535
      390        2.781        7.742            0      754.055      374.741       85.763
      391        3.075        8.152            0      770.237      425.207       86.760
      392        3.546        8.367            0      771.996      379.339       88.286
      393        2.945        7.823            0      754.828      396.467       91.700
      394        2.949        7.960            0      764.307      376.450       91.538
      395        3.023        8.096            0      766.334      386.921       86.450
      396        3.128        8.086            0      765.879      379.210       84.186
      397        2.951        7.989            0      761.406      388.786       85.407
      398        3.100        8.044            0      761.801      398.865       92.543
      399        3.274        8.110            0      763.986      383.494       88.135
      400        3.000        8.070            0      768.012      389.627       84.836
      401        3.131        7.923            0      757.729      383.365       81.455
      402        3.285        8.236            0      773.851      397.388       83.059
      403        2.838        7.827            0      757.807      391.699       83.845
      404        3.450        8.218            0      763.209      402.710       89.293
      405        3.051        8.011            0      759.363      369.570       89.889
      406        3.095        8.179            0      771.044      420.983       89.115
      407        3.430        8.300            0      770.545      427.903       96.480
      408        3.487        8.352            0      776.847      418.177       93.439
      409        3.271        8.105            0      758.786      370.847       85.530
      410        3.466        8.204            0      764.640      399.364       84.823
      411        3.381        8.277            0      769.228      395.697       90.683
      412        3.178        8.000            0      765.038      390.361       85.547
      413        3.213        8.257            0      770.984      401.747       94.030
      414        3.257        7.906            0      760.693      418.593       91.520
      415        3.173        8.153            0      769.751      425.778       88.167
      416        3.447        8.273            0      764.594      438.611       92.673
      417        2.957        7.906            0      762.516      399.453       90.417
      418        3.102        8.109            0      766.623      440.729       88.063
      419        2.807        7.873            0      760.120      440.492       98.373
      420        2.828        7.921            0      760.992      448.460       91.604
      421        3.192        7.978            0      761.377      429.704       88.006
      422        3.165        7.954            0      760.309      426.398       87.598
      423        3.303        8.021            0      757.197      443.497       81.737
      424        3.259        8.084            0      767.471      406.178       90.366
      425        3.009        8.103            0      766.411      435.267       86.218
      426        3.375        8.443            0      771.428      500.362       89.243
      427        3.251        8.309            0      770.293      447.954       95.455
      428        3.324        8.478            0      779.194      423.123       89.044
      429        3.408        8.558            0      778.410      422.854       90.987
      430        3.444        8.532            0      781.831      405.002       84.669
      431        3.514        8.471            0      766.882      378.564       89.153
      432        3.376        8.328            0      768.387      381.315       85.436
      433        3.230        8.121            0      759.395      383.915       88.936
      434        3.022        8.135            0      768.616      407.075       80.140
      435        3.252        8.438            0      775.044      412.040       88.662
      436        3.309        8.309            0      763.853      438.325       89.293
      437        3.867        8.616            0      774.062      423.513       87.681
      438        3.727        8.566            0      778.347      454.203       82.433
      439        3.507        8.477            0      777.574      437.676       87.239
      440        3.297        8.373            0      775.813      442.447       86.557
      441        3.437        8.461            0      772.710      449.418       85.122
      442        3.383        8.455            0      774.494      428.663       87.601
      443        3.548        8.620            0      779.036      493.089       90.697
      444        3.435        8.422            0      774.636      460.834       85.891
      445        3.359        8.394            0      775.424      491.128       87.412
      446        3.280        8.437            0      771.235      494.040       89.678
      447        3.233        8.322            0      771.098      448.956       80.915
      448        2.952        8.187            0      769.189      498.456       88.476
      449        3.081        8.280            0      773.925      475.599       90.545
      450        3.109        8.321            0      776.192      469.049       87.941
      451        3.214        8.298            0      767.215      419.074       88.231
      452        3.204        8.436            0      777.940      423.455       85.141
      453        3.229        8.346            0      765.351      405.600       89.370
      454        3.009        8.332            0      773.188      448.817       90.417
      455        2.896        8.145            0      761.824      387.416       91.924
      456        3.100        8.169            0      765.357      435.964       84.490
      457        3.041        8.182            0      768.023      437.192       90.527
      458        3.209        8.247            0      764.298      417.257       86.402
      459        2.843        8.129            0      766.156      455.123       92.659
      460        3.203        8.256            0      767.318      428.456       85.783
      461        3.053        8.258            0      768.682      451.255       89.090
      462        2.978        8.107            0      764.799      466.333       81.169
      463        3.216        8.320            0      774.672      442.985       88.999
      464        3.303        8.348            0      769.999      409.494       90.297
      465        3.142        8.182            0      765.253      407.412       87.777
      466        2.809        8.082            0      766.688      421.468       88.837
      467        2.968        8.125            0      770.839      400.698       82.508
      468        3.238        8.331            0      767.419      442.879       89.896
      469        2.946        8.186            0      765.548      423.427       86.280
      470        3.102        8.282            0      771.206      436.569       86.433
      471        3.158        8.332            0      771.123      430.756       93.926
      472        3.278        8.382            0      772.412      415.661       84.544
      473        3.482        8.606            0      774.728      389.628       90.565
      474        3.419        8.515            0      776.721      407.491       89.274
      475        3.553        8.487            0      777.245      435.671       89.575
      476        3.597        8.502            0      771.681      386.027       88.886
      477        3.224        8.359            0      773.131      379.862       84.979
      478        3.252        8.428            0      777.442      394.326       89.271
      479        3.256        8.401            0      769.850      358.909       87.378
      480        3.272        8.319            0      769.562      364.951       85.527
      481        3.242        8.357            0      768.069      357.586       84.621
      482        3.397        8.383            0      769.013      341.197       90.210
      483        3.281        8.307            0      768.802      358.058       90.390
      484        3.127        8.339            0      776.318      386.391       85.481
      485        3.013        8.104            0      771.137      379.516       86.098
      486        3.343        8.467            0      773.965      369.012       92.311
      487        3.441        8.486            0      770.321      374.690       81.561
      488        3.272        8.222            0      770.185      353.609       91.693
      489        3.440        8.419            0      772.589      353.013       88.118
      490        3.282        8.276            0      769.926      393.681       89.009
      491        3.486        8.482            0      774.852      388.566       88.552
      492        3.242        8.318            0      767.198      388.055       85.850
      493        3.478        8.541            0      775.991      366.507       86.252
      494        3.289        8.484            0      771.827      416.507       95.181
      495        3.311        8.417            0      773.450      370.288       91.234
      496        3.552        8.532            0      775.896      408.451       87.785
      497        3.445        8.412            0      768.129      393.449       84.116
      498        3.706        8.646            0      772.386      378.247       83.462
      499        3.353        8.286            0      770.552      399.379       91.108
      500        3.485        8.435            0      773.604      401.324       90.406
      501        3.230        8.328            0      767.306      394.113       87.749
      502        3.594        8.543            0      774.368      353.575       91.049
      503        3.425        8.510            0      772.961      343.877       93.254
      504        3.464        8.341            0      770.517      369.404       86.316
      505        3.244        8.356            0      771.253      376.096       87.413
      506        3.322        8.357            0      769.408      369.291       85.503
      507        3.298        8.323            0      767.556      403.986       90.359
      508        3.184        8.206            0      763.527      393.665       84.663
      509        3.666        8.658            0      777.956      369.724       89.727
      510        3.423        8.392            0      772.836      352.187       86.881
      511        3.166        8.237            0      764.222      374.898       85.814
      512        3.497        8.462            0      777.277      376.345       83.766
      513        3.368        8.457            0      771.816      364.577       89.378
      514        3.243        8.342            0      772.634      354.840       88.313
      515        3.665        8.632            0      781.730      385.363       81.444
      516        3.292        8.503            0      783.665      390.707       84.042
      517        3.320        8.419            0      766.640      381.554       92.251
      518        3.474        8.548            0      776.533      410.907       84.812
      519        3.494        8.513            0      775.661      391.192       84.436
      520        3.470        8.514            0      773.822      398.948       89.436
      521        3.464        8.560            0      778.081      391.511       83.517
      522        3.277        8.330            0      776.200      368.245       85.972
      523        3.299        8.414            0      773.408      364.671       89.596
      524        3.230        8.260            0      765.261      348.810       86.920
      525        3.175        8.383            0      775.251      373.664       91.273
      526        3.400        8.536            0      773.736      369.553       88.730
      527        3.032        8.203            0      770.455      397.114       83.096
      528        3.245        8.380            0      774.623      407.732       88.447
      529        2.846        7.962            0      756.641      399.328       90.047
      530        3.182        8.303            0      771.512      371.875       88.977
      531        3.242        8.382            0      771.504      382.635       87.216
      532        3.189        8.379            0      771.930      398.604       87.126
      533        3.403        8.474            0      777.182      369.092       83.666
      534        3.132        8.286            0      768.521      366.818       87.839
      535        3.359        8.325            0      767.153      328.183       81.113
      536        3.365        8.442            0      769.494      360.130       83.388
      537        3.157        8.287            0      767.228      385.260       96.954
      538        3.455        8.406            0      769.636      407.333       86.374
      539        3.106        8.337            0      773.937      382.288       88.358
      540        3.125        8.270            0      764.088      409.335       88.164
      541        2.822        7.988            0      758.440      381.944       90.074
      542        2.763        7.902            0      754.548      388.872       88.005
      543        2.955        8.047            0      766.339      386.866       93.955
      544        3.193        8.302            0      766.008      371.970       92.438
      545        3.077        8.282            0      771.115      391.290       92.838
      546        3.017        8.110            0      762.698      347.915       89.011
      547        2.802        8.135            0      767.308      389.232       88.918
      548        3.043        8.212            0      771.859      340.451       85.798
      549        3.069        8.244            0      769.494      366.705       87.307
      550        3.236        8.349            0      769.887      375.988       90.804
      551        3.154        8.292            0      767.909      338.154       91.582
      552        3.013        8.164            0      764.247      353.269       88.786
      553        3.228        8.209            0      765.957      372.156       84.121
