  # frame#    Prot_CA   Prot_Backbone  Prot_Sidechain  Prot_All_Heavy
     12378      6.226           6.194           7.403           6.762
     12379      6.183           6.148           7.331           6.702
     12380      6.225           6.184           7.397           6.751
     12381      6.218           6.179           7.363           6.737
     12382      6.187           6.148           7.369           6.728
     12383      6.149           6.117           7.325           6.688
     12384      6.189           6.152           7.373           6.722
     12385      6.103           6.069           7.239           6.629
     12386      6.156           6.117           7.275           6.666
     12387      6.086           6.044           7.295           6.637
     12388      6.110           6.070           7.316           6.669
     12389      6.049           6.009           7.231           6.598
     12390      6.035           5.991           7.233           6.578
     12391      6.097           6.059           7.251           6.632
     12392      6.111           6.074           7.295           6.657
     12393      6.090           6.051           7.303           6.653
     12394      6.008           5.972           7.190           6.556
     12395      6.088           6.050           7.280           6.638
     12396      6.011           5.973           7.230           6.576
     12397      5.890           5.851           7.096           6.458
     12398      6.029           5.987           7.224           6.581
     12399      6.038           6.003           7.228           6.599
     12400      6.029           5.987           7.222           6.579
     12401      5.923           5.881           7.142           6.491
     12402      6.039           5.997           7.242           6.599
     12403      6.090           6.052           7.253           6.629
     12404      5.990           5.953           7.204           6.562
     12405      5.953           5.910           7.174           6.514
     12406      6.000           5.960           7.204           6.563
     12407      6.024           5.983           7.210           6.572
     12408      6.125           6.084           7.302           6.673
     12409      6.180           6.143           7.339           6.716
     12410      6.274           6.232           7.394           6.793
     12411      5.834           5.797           7.144           6.414 
     12412      5.833           5.788           7.140           6.419
     12413      5.827           5.781           7.121           6.410
     12414      5.819           5.783           7.125           6.412
     12415      5.865           5.832           7.161           6.442
     12416      5.811           5.768           7.139           6.415
     12417      5.767           5.727           7.099           6.364
     12418      5.761           5.719           7.033           6.324
     12419      5.747           5.709           7.014           6.312
     12420      5.752           5.709           7.028           6.323
     12421      5.712           5.668           6.985           6.279
     12422      5.748           5.716           6.996           6.301
     12423      5.740           5.699           7.022           6.313
     12424      5.764           5.729           7.031           6.328
     12425      5.831           5.788           7.126           6.412
     12426      5.783           5.741           7.074           6.373
     12427      5.803           5.756           7.073           6.373
     12428      5.736           5.695           7.012           6.314
     12429      5.865           5.827           7.119           6.425
     12430      5.818           5.778           7.078           6.377
     12431      5.798           5.756           7.081           6.360
     12432      5.849           5.806           7.140           6.431
     12433      5.782           5.745           7.055           6.349
     12434      5.864           5.822           7.149           6.440
     12435      5.942           5.900           7.232           6.526
     12436      5.872           5.834           7.165           6.455
     12437      5.843           5.805           7.134           6.420
     12438      5.946           5.905           7.240           6.536
     12439      5.847           5.806           7.125           6.422
     12440      5.917           5.881           7.164           6.471
     12441      5.851           5.815           7.130           6.436
     12442      5.901           5.867           7.151           6.465
     12443      5.778           5.740           7.016           6.333
     12444      5.860           5.819           7.127           6.429
     12445      5.858           5.816           7.092           6.397
     12446      5.795           5.757           7.032           6.350
     12447      5.875           5.834           7.103           6.421
     12448      5.785           5.742           7.062           6.366
     12449      5.850           5.813           7.089           6.405
     12450      5.911           5.875           7.198           6.497
     12451      5.907           5.865           7.172           6.471
     12452      5.732           5.696           7.030           6.325
     12453      5.791           5.757           7.055           6.369
     12454      5.732           5.696           6.983           6.299
     12455      5.767           5.727           7.037           6.343
     12456      5.826           5.795           7.118           6.424
     12457      5.995           5.960           7.237           6.559
     12458      6.007           5.971           7.291           6.594
     12459      5.908           5.877           7.230           6.511
     12460      5.856           5.818           7.164           6.447
     12461      5.900           5.868           7.176           6.478
     12462      5.899           5.868           7.171           6.481
     12463      6.013           5.977           7.240           6.549
     12464      6.011           5.978           7.283           6.592
     12465      5.911           5.882           7.180           6.489
     12466      5.858           5.823           7.172           6.459
     12467      5.845           5.817           7.135           6.431
     12468      5.837           5.808           7.130           6.427
     12469      5.781           5.751           7.046           6.351
     12470      5.903           5.879           7.144           6.466
     12471      5.883           5.858           7.166           6.466
     12472      5.825           5.796           7.112           6.403
     12473      5.749           5.721           7.044           6.344
     12474      5.828           5.795           7.110           6.404
     12475      5.896           5.861           7.139           6.456
     12476      5.929           5.892           7.192           6.497
     12477      5.865           5.835           7.101           6.419
     12478      5.878           5.841           7.122           6.446
     12479      5.964           5.928           7.218           6.537
     12480      5.855           5.821           7.159           6.451
     12481      5.970           5.939           7.223           6.542
     12482      5.907           5.877           7.197           6.504
     12483      5.976           5.937           7.253           6.561
     12484      6.057           6.013           7.322           6.634
     12485      5.971           5.935           7.252           6.552
     12486      6.031           5.989           7.338           6.626
     12487      5.891           5.853           7.197           6.482
     12488      5.919           5.879           7.209           6.503
     12489      5.923           5.883           7.245           6.526
     12490      5.850           5.810           7.128           6.425
     12491      5.935           5.895           7.273           6.550
     12492      6.010           5.972           7.280           6.589
     12493      6.002           5.962           7.275           6.574
     12494      5.968           5.920           7.250           6.553
     12495      5.950           5.907           7.215           6.525
     12496      5.810           5.764           7.123           6.411
     12497      6.099           6.060           7.344           6.673
     12498      5.903           5.860           7.158           6.472
     12499      5.877           5.834           7.121           6.441
     12500      5.822           5.782           7.127           6.425
     12501      5.965           5.921           7.237           6.548
     12502      5.866           5.829           7.157           6.451
     12503      5.794           5.760           7.092           6.391
     12504      5.883           5.841           7.189           6.474
     12505      5.889           5.844           7.150           6.449
     12506      5.931           5.891           7.221           6.515
     12507      5.873           5.832           7.159           6.452
     12508      5.828           5.786           7.133           6.426
     12509      5.897           5.856           7.194           6.487
     12510      5.922           5.877           7.210           6.510
     12511      5.792           5.753           7.108           6.397
     12512      5.876           5.832           7.153           6.450
     12513      5.931           5.885           7.227           6.515
     12514      5.891           5.847           7.177           6.473
     12515      5.823           5.773           7.132           6.404
     12516      5.946           5.905           7.229           6.514
     12517      5.892           5.848           7.182           6.470
     12518      5.931           5.890           7.218           6.508
     12519      5.891           5.853           7.163           6.452
     12520      5.892           5.849           7.161           6.456
     12521      5.908           5.870           7.215           6.495
     12522      5.884           5.852           7.167           6.465
     12523      6.005           5.970           7.278           6.575
     12524      6.041           6.001           7.315           6.602
     12525      6.016           5.980           7.240           6.551
     12526      5.946           5.914           7.227           6.521
     12527      5.961           5.925           7.232           6.524
     12528      5.945           5.900           7.290           6.531
     12529      6.029           5.993           7.330           6.608
     12530      5.953           5.921           7.231           6.514
     12531      5.949           5.916           7.229           6.516
     12532      5.886           5.848           7.177           6.455
     12533      5.953           5.921           7.274           6.537
     12534      6.044           6.012           7.305           6.592
     12535      5.891           5.848           7.203           6.469
     12536      5.928           5.899           7.185           6.485
     12537      5.969           5.934           7.258           6.544
     12538      5.849           5.821           7.135           6.423
     12539      5.936           5.902           7.214           6.504
     12540      6.011           5.971           7.274           6.562
     12541      6.046           6.007           7.302           6.605
     12542      5.994           5.955           7.211           6.525
     12543      5.944           5.902           7.160           6.482
     12544      6.005           5.968           7.264           6.568
     12545      5.989           5.952           7.245           6.553
     12546      6.011           5.975           7.292           6.586
     12547      5.950           5.910           7.222           6.516
     12548      5.990           5.949           7.292           6.583
     12549      5.936           5.903           7.221           6.507
     12550      5.945           5.905           7.225           6.511
     12551      5.949           5.914           7.265           6.547
     12552      5.922           5.886           7.225           6.504
     12553      6.028           5.988           7.256           6.575
     12554      6.030           5.992           7.291           6.591
     12555      6.069           6.028           7.352           6.641
     12556      6.032           5.997           7.312           6.599
     12557      6.041           6.007           7.297           6.603
     12558      6.067           6.030           7.336           6.639
     12559      6.035           5.991           7.307           6.601
     12560      5.976           5.940           7.254           6.549
     12561      6.043           6.006           7.321           6.611
     12562      5.940           5.899           7.273           6.544
     12563      6.099           6.059           7.364           6.672
     12564      6.061           6.022           7.347           6.644
     12565      6.014           5.976           7.288           6.588
     12566      6.137           6.096           7.427           6.706
     12567      6.047           6.011           7.307           6.614
     12568      5.963           5.920           7.230           6.528
     12569      5.982           5.944           7.238           6.538
     12570      5.926           5.886           7.208           6.492
     12571      5.977           5.936           7.273           6.559
     12572      5.981           5.938           7.276           6.554
     12573      6.013           5.978           7.347           6.613
     12574      5.980           5.938           7.270           6.552
     12575      5.994           5.949           7.289           6.568
     12576      6.062           6.025           7.331           6.630
     12577      5.965           5.931           7.291           6.561
     12578      5.983           5.932           7.324           6.575
     12579      6.057           6.016           7.356           6.626
     12580      6.124           6.087           7.415           6.698
     12581      6.079           6.043           7.356           6.643
     12582      6.168           6.134           7.404           6.703
     12583      6.088           6.053           7.370           6.651
     12584      6.077           6.038           7.359           6.640
     12585      5.951           5.916           7.253           6.524
     12586      5.928           5.891           7.201           6.487
     12587      6.015           5.981           7.296           6.588
     12588      5.916           5.881           7.213           6.487
     12589      6.009           5.973           7.291           6.576
     12590      5.982           5.948           7.248           6.545
     12591      6.067           6.024           7.360           6.649
     12592      6.030           5.988           7.285           6.598
     12593      5.863           5.825           7.160           6.455
     12594      5.928           5.890           7.219           6.509
     12595      5.893           5.856           7.221           6.491
     12596      5.942           5.903           7.215           6.516
     12597      5.948           5.906           7.273           6.543
     12598      5.925           5.883           7.199           6.490
     12599      5.973           5.932           7.260           6.533
     12600      5.946           5.907           7.215           6.504
     12601      5.868           5.833           7.155           6.434
     12602      6.021           5.985           7.291           6.581
     12603      5.960           5.912           7.255           6.538
     12604      5.909           5.871           7.179           6.475
     12605      5.927           5.891           7.207           6.502
     12606      5.962           5.921           7.231           6.526
     12607      6.046           6.007           7.257           6.574
     12608      5.996           5.954           7.255           6.547
     12609      5.824           5.789           7.123           6.398
     12610      5.992           5.958           7.268           6.551
     12611      5.944           5.907           7.223           6.509
     12612      5.984           5.941           7.272           6.548
     12613      5.873           5.836           7.146           6.438
     12614      5.946           5.910           7.247           6.515
     12615      5.972           5.937           7.249           6.544
     12616      5.960           5.917           7.247           6.540
     12617      5.876           5.844           7.161           6.453
     12618      5.869           5.830           7.139           6.435
     12619      5.874           5.834           7.168           6.452
     12620      5.935           5.899           7.223           6.510
     12621      5.845           5.809           7.104           6.410
     12622      5.761           5.722           7.042           6.338
     12623      5.798           5.760           7.080           6.374
     12624      5.821           5.773           7.112           6.395
     12625      5.871           5.832           7.141           6.444
     12626      5.942           5.898           7.177           6.487
     12627      5.893           5.849           7.144           6.458
     12628      6.005           5.961           7.268           6.567
     12629      5.928           5.889           7.209           6.500
     12630      6.027           5.992           7.306           6.592
     12631      5.937           5.897           7.236           6.516
     12632      5.938           5.895           7.225           6.520
     12633      5.948           5.908           7.247           6.534
     12634      5.917           5.872           7.181           6.490
     12635      5.980           5.945           7.235           6.548
     12636      5.972           5.924           7.194           6.513
     12637      5.963           5.922           7.209           6.518
     12638      6.004           5.970           7.244           6.544
     12639      5.928           5.891           7.154           6.475
     12640      5.987           5.951           7.243           6.557
     12641      5.985           5.954           7.264           6.563
     12642      5.942           5.912           7.176           6.492
     12643      5.936           5.899           7.182           6.497
     12644      5.924           5.883           7.164           6.481
     12645      5.954           5.910           7.200           6.511
     12646      5.850           5.818           7.098           6.406
     12647      5.938           5.902           7.220           6.515
     12648      5.980           5.938           7.238           6.548
     12649      5.970           5.926           7.225           6.532
     12650      5.992           5.947           7.258           6.564
     12651      6.104           6.067           7.338           6.653
     12652      5.892           5.853           7.160           6.456
     12653      5.913           5.875           7.142           6.450
     12654      5.968           5.930           7.217           6.524
     12655      5.867           5.828           7.130           6.430
     12656      5.919           5.879           7.187           6.489
     12657      5.940           5.898           7.212           6.508
     12658      5.971           5.930           7.254           6.549
     12659      5.952           5.914           7.200           6.522
     12660      5.816           5.778           7.096           6.403
     12661      5.966           5.929           7.202           6.532
     12662      5.912           5.871           7.149           6.472
     12663      5.947           5.910           7.185           6.510
     12664      5.969           5.934           7.168           6.500
     12665      5.917           5.886           7.153           6.468
     12666      6.002           5.962           7.273           6.571
     12667      5.914           5.880           7.206           6.497
     12668      6.000           5.962           7.270           6.563
     12669      6.003           5.964           7.239           6.553
     12670      5.945           5.907           7.199           6.500
     12671      5.936           5.908           7.206           6.506
     12672      5.930           5.897           7.197           6.507
     12673      5.986           5.960           7.248           6.551
     12674      5.947           5.910           7.235           6.518
     12675      5.988           5.951           7.305           6.579
     12676      5.993           5.955           7.226           6.541
     12677      5.957           5.918           7.218           6.520
     12678      6.000           5.960           7.238           6.551
     12679      5.961           5.928           7.221           6.521
     12680      5.902           5.868           7.203           6.488
     12681      5.925           5.892           7.215           6.501
     12682      5.923           5.884           7.229           6.509
     12683      5.976           5.945           7.242           6.549
     12684      5.868           5.836           7.107           6.426
     12685      5.862           5.828           7.141           6.440
     12686      5.863           5.827           7.126           6.425
     12687      5.962           5.922           7.197           6.520
     12688      5.916           5.879           7.200           6.480
     12689      5.757           5.716           7.077           6.356
     12690      5.885           5.845           7.188           6.475
     12691      5.984           5.949           7.262           6.568
     12692      5.911           5.874           7.192           6.485
     12693      5.967           5.929           7.192           6.516
     12694      5.933           5.892           7.161           6.478
     12695      5.931           5.892           7.182           6.498
     12696      5.949           5.912           7.213           6.528
     12697      5.886           5.851           7.137           6.447
     12698      6.000           5.967           7.220           6.558
     12699      6.068           6.033           7.302           6.614
     12700      6.114           6.080           7.305           6.635
     12701      6.081           6.050           7.294           6.616
     12702      5.998           5.961           7.226           6.540
     12703      6.019           5.990           7.256           6.567
     12704      5.988           5.957           7.227           6.539
     12705      5.951           5.929           7.196           6.512
     12706      6.030           5.993           7.269           6.579
     12707      5.994           5.954           7.262           6.564
     12708      5.923           5.889           7.192           6.493
     12709      5.898           5.860           7.184           6.483
     12710      6.023           5.980           7.291           6.595
     12711      6.015           5.974           7.297           6.600
     12712      6.036           6.002           7.270           6.587
     12713      5.974           5.936           7.217           6.525
     12714      6.002           5.964           7.245           6.554
     12715      5.969           5.935           7.243           6.524
     12716      6.005           5.973           7.265           6.564
     12717      6.054           6.019           7.290           6.599
     12718      6.140           6.108           7.370           6.689
     12719      6.053           6.013           7.303           6.618
     12720      5.999           5.968           7.257           6.561
     12721      6.084           6.047           7.317           6.628
     12722      6.128           6.099           7.323           6.663
     12723      6.120           6.092           7.356           6.670
     12724      6.019           5.988           7.304           6.588
     12725      6.001           5.966           7.256           6.555
     12726      5.969           5.933           7.219           6.528
     12727      5.973           5.935           7.210           6.527
     12728      5.911           5.880           7.183           6.486
     12729      5.871           5.835           7.148           6.441
     12730      5.910           5.884           7.181           6.488
     12731      5.896           5.866           7.143           6.452
     12732      5.904           5.874           7.215           6.495
     12733      5.931           5.900           7.209           6.501
     12734      5.959           5.920           7.230           6.529
     12735      5.894           5.858           7.220           6.499
     12736      5.932           5.908           7.220           6.515
     12737      5.893           5.861           7.181           6.479
     12738      5.992           5.959           7.293           6.575
     12739      6.005           5.980           7.293           6.596
     12740      6.027           5.995           7.295           6.607
     12741      5.995           5.960           7.280           6.581
     12742      6.055           6.022           7.356           6.642
     12743      6.030           5.996           7.318           6.612
     12744      5.975           5.938           7.272           6.554
     12745      5.983           5.950           7.270           6.554
     12746      6.002           5.964           7.293           6.578
     12747      5.904           5.873           7.227           6.503
     12748      5.978           5.940           7.240           6.541
     12749      5.920           5.887           7.183           6.491
     12750      5.829           5.789           7.078           6.395
     12751      5.828           5.784           7.107           6.408
     12752      5.899           5.859           7.193           6.489
     12753      5.872           5.832           7.201           6.478
     12754      5.969           5.931           7.231           6.541
     12755      5.958           5.922           7.209           6.517
     12756      5.898           5.862           7.189           6.481
     12757      5.976           5.938           7.286           6.565
     12758      5.874           5.845           7.176           6.455
     12759      5.906           5.869           7.208           6.492
     12760      5.959           5.919           7.228           6.534
     12761      6.022           5.986           7.289           6.596
     12762      5.911           5.876           7.182           6.489
     12763      5.808           5.769           7.093           6.391
     12764      5.831           5.790           7.128           6.419
     12765      5.862           5.826           7.178           6.463
     12766      5.902           5.865           7.216           6.496
     12767      5.916           5.885           7.220           6.504
     12768      5.848           5.816           7.179           6.449
     12769      5.874           5.839           7.213           6.483
     12770      5.905           5.870           7.204           6.493
     12771      5.952           5.909           7.251           6.535
     12772      5.959           5.919           7.291           6.550
     12773      5.885           5.847           7.187           6.465
     12774      5.989           5.949           7.302           6.574
     12775      6.072           6.033           7.382           6.652
     12776      5.995           5.962           7.283           6.567
     12777      6.050           6.017           7.343           6.626
     12778      6.152           6.118           7.449           6.736
     12779      5.969           5.934           7.281           6.558
     12780      5.985           5.942           7.244           6.539
     12781      6.040           5.999           7.331           6.615
     12782      5.942           5.905           7.245           6.526
     12783      6.018           5.978           7.273           6.568
     12784      5.963           5.921           7.247           6.525
     12785      5.931           5.894           7.188           6.494
     12786      6.011           5.973           7.244           6.552
     12787      5.858           5.812           7.154           6.431
     12788      5.970           5.927           7.240           6.527
     12789      5.950           5.912           7.183           6.499
     12790      6.027           5.988           7.264           6.564
     12791      5.940           5.900           7.188           6.483
     12792      5.978           5.938           7.237           6.531
     12793      5.976           5.941           7.226           6.530
     12794      5.897           5.860           7.159           6.460
     12795      5.898           5.853           7.170           6.465
     12796      5.843           5.801           7.142           6.424
     12797      5.977           5.926           7.255           6.549
     12798      5.938           5.893           7.219           6.506
     12799      5.952           5.915           7.229           6.518
     12800      5.930           5.888           7.202           6.502
     12801      6.028           5.985           7.292           6.589
     12802      5.953           5.907           7.222           6.517
     12803      5.909           5.866           7.183           6.479
     12804      5.981           5.935           7.250           6.548
     12805      5.939           5.898           7.195           6.507
     12806      6.011           5.969           7.211           6.547
     12807      6.052           6.012           7.283           6.601
     12808      6.015           5.977           7.243           6.560
     12809      5.821           5.779           7.069           6.386
     12810      5.846           5.806           7.118           6.428
     12811      5.888           5.849           7.156           6.476
     12812      5.935           5.908           7.155           6.480
     12813      6.016           5.983           7.225           6.559
     12814      5.936           5.900           7.185           6.494
     12815      5.966           5.933           7.183           6.503
     12816      6.009           5.974           7.247           6.551
     12817      6.004           5.976           7.215           6.529
     12818      5.912           5.890           7.125           6.454
     12819      5.893           5.861           7.151           6.451
     12820      5.937           5.903           7.210           6.498
     12821      5.943           5.907           7.233           6.521
     12822      5.904           5.876           7.163           6.468
     12823      5.968           5.933           7.184           6.514
     12824      5.907           5.876           7.141           6.461
     12825      5.806           5.774           7.069           6.379
     12826      5.783           5.759           7.015           6.340
     12827      5.890           5.864           7.112           6.444
     12828      5.885           5.855           7.102           6.434
     12829      5.842           5.810           7.096           6.400
     12830      5.990           5.955           7.224           6.549
     12831      5.968           5.927           7.190           6.525
     12832      5.928           5.892           7.149           6.481
     12833      5.933           5.896           7.132           6.479
     12834      5.841           5.801           7.056           6.400
     12835      5.974           5.929           7.183           6.524
     12836      5.942           5.902           7.173           6.499
     12837      5.811           5.771           7.057           6.379
     12838      5.791           5.754           7.027           6.357
     12839      5.771           5.731           6.988           6.327
     12840      5.843           5.805           7.079           6.413
     12841      5.907           5.869           7.132           6.460
     12842      5.928           5.890           7.113           6.465
     12843      5.805           5.760           7.035           6.358
     12844      5.955           5.912           7.167           6.501
     12845      5.877           5.838           7.129           6.451
     12846      5.959           5.928           7.177           6.518
     12847      5.910           5.880           7.125           6.461
     12848      5.872           5.831           7.099           6.426
     12849      5.901           5.861           7.121           6.462
     12850      5.768           5.726           7.032           6.352
     12851      5.857           5.811           7.095           6.426
     12852      5.817           5.777           7.050           6.392
     12853      5.905           5.867           7.135           6.472
     12854      5.925           5.875           7.154           6.477
     12855      5.979           5.931           7.158           6.496
     12856      5.965           5.916           7.176           6.494
     12857      6.015           5.968           7.238           6.551
     12858      5.942           5.894           7.166           6.491
     12859      5.987           5.946           7.200           6.524
     12860      5.995           5.952           7.203           6.528
     12861      5.961           5.913           7.168           6.497
     12862      6.005           5.959           7.195           6.537
     12863      5.949           5.908           7.173           6.514
     12864      5.828           5.787           7.040           6.380
     12865      5.867           5.816           7.102           6.423
     12866      5.884           5.836           7.121           6.444
     12867      5.828           5.784           7.082           6.398
     12868      5.770           5.727           7.000           6.340
     12869      5.865           5.819           7.087           6.413
     12870      5.848           5.803           7.102           6.422
     12871      5.775           5.733           7.061           6.364
     12872      5.783           5.740           7.020           6.345
     12873      5.708           5.667           6.973           6.286
     12874      5.725           5.689           6.965           6.294
     12875      5.774           5.733           7.014           6.346
     12876      5.742           5.694           7.019           6.324
     12877      5.804           5.762           7.051           6.384
     12878      5.680           5.644           6.937           6.260
     12879      5.734           5.698           7.035           6.343
     12880      5.664           5.628           6.951           6.268
     12881      5.734           5.691           7.002           6.311
     12882      5.600           5.552           6.883           6.192
     12883      5.790           5.751           7.082           6.390
     12884      5.814           5.773           7.111           6.422
     12885      5.752           5.714           7.049           6.355
     12886      5.787           5.760           7.072           6.389
     12887      5.665           5.627           6.932           6.245
     12888      5.732           5.702           6.992           6.325
     12889      5.804           5.775           7.040           6.375
     12890      5.830           5.791           7.069           6.402
     12891      5.667           5.638           6.939           6.259
     12892      5.586           5.557           6.863           6.179
     12893      5.747           5.719           7.035           6.348
     12894      5.693           5.662           6.962           6.270
     12895      5.790           5.754           7.043           6.359
     12896      5.785           5.753           7.031           6.355
     12897      5.741           5.710           6.993           6.320
     12898      5.553           5.520           6.844           6.159
     12899      5.663           5.632           6.939           6.267
     12900      5.724           5.689           7.015           6.334
     12901      5.815           5.775           7.053           6.395
     12902      5.792           5.752           7.056           6.364
     12903      5.784           5.745           7.021           6.352
     12904      5.732           5.696           7.023           6.326
     12905      5.736           5.701           6.990           6.327
     12906      5.630           5.598           6.890           6.224
     12907      5.731           5.693           6.995           6.327
     12908      5.594           5.567           6.894           6.220
     12909      5.587           5.550           6.890           6.212
     12910      5.477           5.436           6.812           6.118
     12911      5.530           5.490           6.854           6.161
     12912      5.556           5.521           6.884           6.188
     12913      5.523           5.493           6.844           6.150
     12914      5.631           5.596           6.899           6.229
     12915      5.522           5.487           6.828           6.138
     12916      5.624           5.591           6.894           6.222
     12917      5.600           5.565           6.905           6.217
     12918      5.512           5.475           6.804           6.123
     12919      5.589           5.552           6.870           6.194
     12920      5.600           5.564           6.892           6.207
     12921      5.676           5.633           6.956           6.276
     12922      5.619           5.580           6.902           6.226
     12923      5.715           5.676           6.984           6.313
     12924      5.742           5.705           6.991           6.333
     12925      5.709           5.677           6.973           6.299
     12926      5.620           5.583           6.921           6.221
     12927      5.691           5.659           6.943           6.280
     12928      5.706           5.670           6.964           6.296
     12929      5.709           5.669           6.984           6.299
     12930      5.742           5.699           7.032           6.344
     12931      5.689           5.650           6.953           6.275
     12932      5.726           5.690           6.987           6.307
     12933      5.707           5.668           6.990           6.294
     12934      5.765           5.731           7.015           6.344
     12935      5.786           5.755           7.031           6.364
     12936      5.798           5.764           7.001           6.358
     12937      5.578           5.536           6.877           6.176
     12938      5.710           5.671           6.986           6.306
     12939      5.811           5.767           7.079           6.389
     12940      5.742           5.698           7.024           6.336
     12941      5.686           5.644           6.982           6.288
     12942      5.675           5.625           6.984           6.281
     12943      5.611           5.570           6.896           6.203
     12944      5.619           5.573           6.893           6.212
     12945      5.587           5.542           6.875           6.177
     12946      5.590           5.552           6.849           6.169
     12947      5.735           5.695           6.963           6.296
     12948      5.684           5.643           6.984           6.282
     12949      5.733           5.689           7.025           6.325
     12950      5.823           5.777           7.074           6.399
     12951      5.709           5.665           6.968           6.283
     12952      5.673           5.628           6.984           6.276
     12953      5.640           5.596           6.911           6.223
     12954      5.541           5.496           6.848           6.145
     12955      5.711           5.670           6.984           6.303
     12956      5.636           5.598           6.923           6.233
     12957      5.678           5.637           6.959           6.260
     12958      5.752           5.701           6.989           6.314
     12959      5.731           5.691           6.986           6.307
     12960      5.802           5.765           7.088           6.384
     12961      5.738           5.694           7.027           6.324
     12962      5.835           5.795           7.111           6.421
     12963      5.735           5.698           6.996           6.314
     12964      5.774           5.730           7.044           6.353
     12965      5.820           5.776           7.059           6.383
     12966      5.849           5.808           7.112           6.419
     12967      5.911           5.866           7.160           6.475
     12968      5.889           5.838           7.148           6.455
     12969      5.783           5.738           7.097           6.384
     12970      5.684           5.640           6.985           6.279
     12971      5.762           5.718           7.007           6.335
     12972      5.609           5.561           6.910           6.207
     12973      5.674           5.631           6.975           6.275
     12974      5.666           5.620           6.928           6.256
     12975      5.723           5.677           7.002           6.309
     12976      5.693           5.648           6.991           6.297
     12977      5.623           5.576           6.934           6.235
     12978      5.658           5.611           6.939           6.253
     12979      5.602           5.553           6.897           6.207
     12980      5.662           5.610           6.940           6.261
     12981      5.705           5.660           6.956           6.293
     12982      5.755           5.713           7.063           6.375
     12983      5.809           5.769           7.092           6.402
     12984      5.741           5.699           6.977           6.326
     12985      5.723           5.678           6.978           6.309
     12986      5.774           5.731           7.020           6.352
     12987      5.695           5.656           6.974           6.291
     12988      5.681           5.643           6.964           6.280
     12989      5.695           5.651           6.969           6.293
     12990      5.617           5.575           6.903           6.220
     12991      5.722           5.678           7.013           6.324
     12992      5.572           5.537           6.892           6.195
     12993      5.732           5.698           7.024           6.336
     12994      5.624           5.584           6.944           6.244
     12995      5.751           5.710           7.058           6.368
     12996      5.702           5.663           7.017           6.313
     12997      5.616           5.575           6.927           6.231
     12998      5.707           5.662           7.038           6.339
     12999      5.639           5.590           6.986           6.285
     13000      5.699           5.656           7.048           6.333
     13001      5.718           5.671           7.062           6.357
     13002      5.644           5.604           7.006           6.293
     13003      5.454           5.410           6.818           6.104
     13004      5.645           5.598           7.016           6.304
     13005      5.513           5.466           6.877           6.163
     13006      5.640           5.595           6.962           6.266
     13007      5.785           5.741           7.087           6.406
     13008      5.729           5.686           7.053           6.349
     13009      5.817           5.776           7.084           6.419
     13010      5.739           5.701           7.027           6.347
     13011      5.744           5.696           7.064           6.366
     13012      5.726           5.690           7.029           6.341
     13013      5.777           5.729           7.065           6.376
     13014      5.872           5.832           7.143           6.460
     13015      5.746           5.701           6.998           6.329
     13016      5.728           5.686           6.994           6.316
     13017      5.783           5.738           7.069           6.378
     13018      5.905           5.862           7.219           6.506
     13019      5.834           5.793           7.148           6.444
     13020      5.782           5.744           7.087           6.393
